Disease,Serotype,Reason,Country,Code,Unit type,Latitude,Longitude,Admin1,OBStartDate,OBEndDate,Species,Susceptible,Cases,Deaths,Destroyed,Slaughtered
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.900233,8.179493,Nordrhein-Westfalen,30/08/07,17/11/09,Cattle,128,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.424832,7.679316,Rheinland-Pfalz,17/08/07,17/11/09,Cattle,68,7,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.382757,7.915849,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.595536,8.282988,Hessen,29/08/07,17/11/09,Cattle,148,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.067764,6.991962,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,87,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.028537,6.168692,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,59,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.113117,7.288485,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,59,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.107672,7.332839,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,189,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.166206,7.362986,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,6,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.117352,7.330205,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,42,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.70783,6.707148,Nordrhein-Westfalen,11/08/07,17/11/09,Cattle,113,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.413836,7.667702,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,9,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.957794,7.959382,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,114,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.551192,6.987159,Rheinland-Pfalz,24/08/07,17/11/09,Cattle,124,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.750914,6.308577,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,48,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.470868,6.339318,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,280,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.448572,6.322342,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,231,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.606531,6.320347,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,118,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.120583,7.530103,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,43,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.131946,7.51797,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,105,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.072792,8.14091,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,27,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.04275,7.969416,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,276,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.096155,8.097922,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,146,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.088333,8.104797,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.07304,8.14286,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,117,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.087896,8.177454,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,4,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.073242,8.158223,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,18,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.079351,8.105712,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,32,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.092011,8.148262,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,37,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.051946,8.083963,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,13,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.126583,7.989137,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,12,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.081643,8.116271,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,37,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.072271,8.160723,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,88,6,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.053392,8.056636,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,23,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.037284,7.960199,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,222,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.074469,8.093892,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,99,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.844984,6.863772,Rheinland-Pfalz,29/08/07,17/11/09,Cattle,183,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.354313,7.669989,Rheinland-Pfalz,22/08/07,17/11/09,Cattle,77,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.679281,6.611544,Rheinland-Pfalz,28/08/07,17/11/09,Cattle,47,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.923455,6.261197,Rheinland-Pfalz,16/08/07,17/11/09,Cattle,101,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.819285,6.052684,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,205,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.048026,7.215903,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,100,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.045914,7.206336,Nordrhein-Westfalen,06/08/07,17/11/09,Cattle,86,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.994943,8.631747,Hessen,21/08/07,17/11/09,Cattle,11,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.348353,9.090527,Hessen,21/08/07,17/11/09,Cattle,201,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.249356,8.419625,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,14,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.724093,6.498879,Rheinland-Pfalz,29/08/07,17/11/09,Cattle,44,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.111913,6.460859,Rheinland-Pfalz,16/08/07,17/11/09,Cattle,43,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.077346,7.600783,Rheinland-Pfalz,21/08/07,17/11/09,Cattle,89,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.120124,7.104945,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,170,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.110268,7.10154,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,328,9,4,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.141505,8.060387,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,17,4,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.114818,8.214079,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,7,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.17188,8.089011,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.141505,8.060387,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,17,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.134081,8.036192,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,103,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.1582,8.061735,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,27,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.171859,8.044571,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,108,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.152126,8.058714,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,78,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.031561,8.048269,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,105,5,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.150274,8.109259,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,194,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.174032,8.123602,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,15,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.189268,8.109295,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,20,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.720604,6.534953,Rheinland-Pfalz,29/08/07,17/11/09,Cattle,108,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.974847,8.516621,Hessen,21/08/07,17/11/09,Cattle,73,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.044103,7.378615,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,83,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.020019,7.335685,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,45,5,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.682023,8.001533,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,103,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.683375,7.997802,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,39,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.651593,8.040954,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,20,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.681808,8.137986,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,137,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.666686,8.180146,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,186,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.695797,8.142161,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,113,4,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.657298,8.069635,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,226,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.70747,7.997588,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,44,4,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.667329,8.118719,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,55,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.652463,8.037396,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,103,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.184247,7.599067,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,94,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.216212,7.57896,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,13,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.506236,6.431206,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,192,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.000435,6.904389,Rheinland-Pfalz,24/08/07,17/11/09,Cattle,2,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.764743,8.26507,Hessen,22/08/07,17/11/09,Cattle,14,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.062257,7.532707,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,56,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.090698,7.495108,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,159,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.069624,7.508875,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,203,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.058676,7.497772,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,94,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.687733,7.755799,Rheinland-Pfalz,17/08/07,17/11/09,Cattle,103,9,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.690935,7.754299,Rheinland-Pfalz,22/08/07,17/11/09,Cattle,39,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.891943,6.515697,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,263,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.10005,7.815053,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,102,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.445651,7.744626,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,209,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.464353,7.711216,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.339542,8.169216,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,29,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.304379,8.301561,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,144,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.394612,8.690233,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,18,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.49431,7.896266,Rheinland-Pfalz,24/08/07,17/11/09,Cattle,76,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,49.835229,6.585407,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,78,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.520862,8.139989,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,69,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.482565,8.200091,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,181,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.857507,7.709816,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,33,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.906836,7.698686,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,93,4,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.88244,7.431866,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,19,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.870379,7.380089,Nordrhein-Westfalen,30/08/07,17/11/09,Cattle,67,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.882318,7.428076,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,161,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.274226,7.860824,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,16,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.268289,7.874354,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,72,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.274226,7.860824,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,16,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.838576,7.289531,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,178,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.631902,8.040725,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,25,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.646313,9.035295,Hessen,14/08/07,17/11/09,Cattle,9,1,0,1,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.215207,8.142629,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,88,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.158834,6.762132,Rheinland-Pfalz,21/08/07,17/11/09,Cattle,60,6,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.711843,8.485802,Hessen,16/08/07,17/11/09,Cattle,167,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.677974,7.97827,Rheinland-Pfalz,25/08/07,17/11/09,Cattle,137,7,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.910649,7.58224,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,83,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.879996,7.511623,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,156,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.897164,7.588164,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,83,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.590688,9.159975,Hessen,21/08/07,17/11/09,Cattle,87,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.230151,8.295612,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,128,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.199898,8.126603,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,18,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.794365,8.241445,Hessen,22/08/07,17/11/09,Cattle,35,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.299652,8.211201,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,105,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.014617,7.885477,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,25,2,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.067276,7.896012,Nordrhein-Westfalen,14/08/07,17/11/09,Cattle,123,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.014127,7.885033,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,120,1,1,1,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.056098,7.871944,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,27,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.066928,7.901028,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,19,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.009313,7.871398,Nordrhein-Westfalen,14/08/07,17/11/09,Cattle,21,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.070745,7.829299,Nordrhein-Westfalen,09/08/07,17/11/09,Cattle,20,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.056747,7.945343,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,18,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.0135,7.887157,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,38,16,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.065924,7.893718,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,78,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.022695,7.915785,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,6,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.071277,7.901781,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,20,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.003497,7.890245,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,64,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.067031,7.893849,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,23,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.013786,7.883203,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,16,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.110062,6.10057,Nordrhein-Westfalen,29/08/07,17/11/09,Cattle,163,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.221324,7.944021,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,73,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.192679,7.815627,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,53,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.600271,8.003683,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,70,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.949739,8.445403,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,8,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.223249,7.336584,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,88,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.194743,7.404995,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,11,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.216151,7.424581,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,68,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.177254,7.379756,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,269,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.219452,7.328132,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,195,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.208372,7.376303,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,65,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.297564,8.40749,Nordrhein-Westfalen,22/08/07,17/11/09,Cattle,37,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.777344,6.517666,Nordrhein-Westfalen,27/08/07,17/11/09,Cattle,70,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.792897,6.477597,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,77,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,48.849513,7.642285,Rheinland-Pfalz,23/08/07,17/11/09,Cattle,250,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.915412,7.715753,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,38,4,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.003934,7.698195,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,102,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.906515,7.676572,Nordrhein-Westfalen,14/08/07,17/11/09,Cattle,237,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.929363,7.716521,Nordrhein-Westfalen,14/08/07,17/11/09,Cattle,40,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.971006,7.63442,Nordrhein-Westfalen,13/08/07,17/11/09,Cattle,24,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.973416,7.692612,Nordrhein-Westfalen,10/08/07,17/11/09,Cattle,127,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.979435,7.676338,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,3,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.917336,7.644183,Nordrhein-Westfalen,15/08/07,17/11/09,Cattle,4,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.967663,7.763671,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,51,3,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.974106,7.69564,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,123,2,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.973416,7.692612,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,124,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.968484,7.764774,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,76,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.313841,6.958264,Rheinland-Pfalz,28/08/07,17/11/09,Cattle,57,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.145914,7.277082,Nordrhein-Westfalen,16/08/07,17/11/09,Cattle,243,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.187888,7.243303,Nordrhein-Westfalen,17/08/07,17/11/09,Cattle,31,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.496457,7.494207,Rheinland-Pfalz,20/08/07,17/11/09,Cattle,150,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.851301,8.394333,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.393405,6.858913,Rheinland-Pfalz,24/08/07,17/11/09,Cattle,31,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.619223,8.219804,Hessen,23/08/07,17/11/09,Cattle,55,2,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,52.003035,7.155766,Nordrhein-Westfalen,18/08/07,17/11/09,Cattle,37,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.843889,8.365402,Hessen,21/08/07,17/11/09,Cattle,8,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.951312,8.298124,Nordrhein-Westfalen,23/08/07,17/11/09,Cattle,8,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.816855,7.384098,Nordrhein-Westfalen,20/08/07,17/11/09,Cattle,300,1,1,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.835303,7.453832,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,122,5,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.806234,7.410598,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,387,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,50.806234,7.410598,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,387,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.438608,8.441681,Nordrhein-Westfalen,21/08/07,17/11/09,Cattle,99,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.453882,8.427367,Nordrhein-Westfalen,28/08/07,17/11/09,Cattle,125,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.496122,8.408177,Nordrhein-Westfalen,24/08/07,17/11/09,Cattle,6,1,0,0,0
Bluetongue,8,Recurrence,Germany,DEU,Farm,51.5389,8.451367,Nordrhein-Westfalen,29/08/07,17/11/09,Cattle,228,1,0,0,0
