Disease,Serotype,Reason,Country,Code,Unit type,Latitude,Longitude,Admin1,OBStartDate,OBEndDate,Species,Susceptible,Cases,Deaths,Destroyed,Slaughtered
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.70075345,3.866092883,Sa_ne-Et-Loire,17/03/17,23/05/17,Cattle,349,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.72065053,3.711203027,Sa_ne-Et-Loire,21/03/17,23/05/17,Cattle,256,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,48.01733076,5.820395597,Vosges,21/04/17,23/05/17,Cattle,185,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.75087057,5.114529622,Is_re,21/04/17,23/05/17,Cattle,325,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.22104365,6.15694103,Doubs,04/04/17,23/05/17,Cattle,32,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.96905236,4.140994442,Sa_ne-Et-Loire,13/03/17,23/05/17,Cattle,218,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.52884352,4.440816186,Sa_ne-Et-Loire,20/03/17,23/05/17,Cattle,232,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.03020267,5.552418971,Jura,05/04/17,23/05/17,Cattle,82,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.91081672,4.183504224,Sa_ne-Et-Loire,11/04/17,23/05/17,Cattle,390,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.71703686,5.605525808,Jura,23/03/17,23/05/17,Cattle,144,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.79492355,4.493666735,Sa_ne-Et-Loire,07/04/17,23/05/17,Cattle,169,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.41096979,4.204695355,Sa_ne-Et-Loire,29/03/17,23/05/17,Cattle,187,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.34415802,5.243823683,Ain,31/03/17,23/05/17,Cattle,328,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.68203325,4.400382504,Rh_ne,15/03/17,23/05/17,Cattle,61,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.64622055,4.491834125,Sa_ne-Et-Loire,21/03/17,23/05/17,Cattle,504,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.68672396,5.519485588,Jura,07/04/17,23/05/17,Cattle,176,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.15675466,5.009035974,Ain,21/04/17,23/05/17,Cattle,7,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.22519751,4.582002783,Rh_ne,31/03/17,23/05/17,Cattle,73,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.54738263,4.207826465,Sa_ne-Et-Loire,14/03/17,23/05/17,Cattle,266,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.65981601,3.603788635,Allier,19/01/17,23/05/17,Cattle,8,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.17154745,5.217811303,Ain,27/03/17,23/05/17,Cattle,511,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.03945387,3.385037793,Haute-Loire,07/03/17,23/05/17,Cattle,6,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.19232199,4.451543695,Rh_ne,31/03/17,23/05/17,Cattle,101,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.61626543,3.920638902,Loire,13/03/17,23/05/17,Cattle,51,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.47017533,4.502080179,Loire,07/03/17,23/05/17,Cattle,41,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.36869011,4.05970387,Loire,15/03/17,23/05/17,Cattle,126,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.48956216,4.167986457,Loire,15/03/17,23/05/17,Cattle,45,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.62122027,5.169871441,Sa_ne-Et-Loire,16/03/17,23/05/17,Cattle,67,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.25473091,4.53348178,Rh_ne,30/03/17,23/05/17,Cattle,84,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.2745013,5.283583913,Ain,21/04/17,23/05/17,Cattle,82,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.73016898,4.219449131,Sa_ne-Et-Loire,20/03/17,23/05/17,Cattle,292,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.72111523,4.453862409,Sa_ne-Et-Loire,20/03/17,23/05/17,Cattle,330,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.36321423,3.811111838,Haute-Loire,21/04/17,23/05/17,Cattle,16,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.37278839,4.221422367,Sa_ne-Et-Loire,14/03/17,23/05/17,Cattle,202,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.37278839,4.221422367,Sa_ne-Et-Loire,20/03/17,23/05/17,Cattle,861,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.64816992,4.607738139,Sa_ne-Et-Loire,13/03/17,23/05/17,Cattle,396,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.46130411,3.638051452,Puy-De-D_me,29/03/17,23/05/17,Cattle,60,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.44107006,4.456877008,Sa_ne-Et-Loire,13/03/17,23/05/17,Cattle,207,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.03270277,3.733395962,Haute-Loire,15/03/17,23/05/17,Cattle,103,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.47334462,4.167753707,Sa_ne-Et-Loire,20/03/17,23/05/17,Cattle,198,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.53676586,4.333671282,Sa_ne-Et-Loire,14/03/17,23/05/17,Goats,64,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.59708893,2.605548357,Puy-De-D_me,04/05/17,23/05/17,Cattle,146,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.6125772,5.553247547,Jura,04/05/17,23/05/17,Cattle,271,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.92220866,3.810540717,Haute-Loire,27/04/17,23/05/17,Cattle,59,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.46911811,5.57016817,Jura,21/04/17,23/05/17,Cattle,339,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.634545,5.230922,Sa_ne-Et-Loire,20/04/17,23/05/17,Cattle,60,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.83378472,4.806469209,Sa_ne-Et-Loire,16/05/17,23/05/17,Cattle,190,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.9106451,3.468226882,Haute-Loire,14/04/17,23/05/17,Cattle,32,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.22747102,4.111114546,Sa_ne-Et-Loire,21/04/17,23/05/17,Cattle,149,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.87104998,2.798310971,Puy-De-D_me,10/05/17,23/05/17,Cattle,18,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.15985766,4.355613699,Haute-Loire,23/03/17,23/05/17,Cattle,33,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.90846597,3.64292157,Puy-De-D_me,26/04/17,23/05/17,Cattle,8,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.83995016,3.623395849,Loz_re,27/04/17,23/05/17,Cattle,81,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.15956406,2.786450026,Aveyron,27/04/17,23/05/17,Cattle,105,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.94820527,3.539409762,Haute-Loire,27/03/17,23/05/17,Cattle,29,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.11939273,3.357738557,Haute-Loire,06/04/17,23/05/17,Cattle,36,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.15803149,1.916279453,Corr_ze,05/04/17,23/05/17,Cattle,98,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.04830691,3.575857147,Haute-Loire,23/03/17,23/05/17,Cattle,82,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.65559057,3.926448369,Loire,17/05/17,23/05/17,Cattle,99,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.68733825,4.346170742,Loire,20/04/17,23/05/17,Cattle,53,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.70081984,2.653698467,Puy-De-D_me,04/05/17,,Cattle,72,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,49.5975717,0.83825638,Seine-Maritime,22/05/17,,Cattle,261,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.87224991,1.941577493,Lot,22/05/17,,Cattle,224,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.86811447,-0.292685538,Sarthe,22/05/17,,Cattle,78,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,48.02828166,6.322831746,Vosges,22/05/17,,Cattle,420,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.80144025,-0.864254744,Mayenne,05/05/17,,Cattle,240,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.80144025,-0.864254744,Mayenne,19/05/17,,Cattle,369,44,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.56915805,1.38790144,Lot,22/05/17,,Cattle,240,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.83918918,2.915387607,Puy-De-D_me,22/05/17,,Cattle,68,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.49840657,4.978043343,Ain,22/05/17,,Cattle,594,21,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.22416233,5.506599899,Ain,22/05/17,,Cattle,272,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.98725522,4.457126981,Sa_ne-Et-Loire,23/05/17,,Cattle,149,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.96435463,4.329152116,Rh_ne,07/06/17,,Cattle,131,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.7323,-0.0467,Deux-S_vres,06/06/17,,Cattle,180,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.57621751,4.523277121,C_te-D'Or,31/05/17,,Cattle,318,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.8340898,-0.343209187,Deux-S_vres,31/05/17,,Cattle,233,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.92599091,4.315064198,Loire,06/06/17,,Cattle,73,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.8862604,3.787564819,Haute-Loire,23/06/17,,Cattle,117,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.54139082,5.174042201,Sa_ne-Et-Loire,05/07/17,,Cattle,215,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.53073298,4.381357483,Loire,22/06/17,,Cattle,152,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.49840657,4.978043343,Ain,03/07/17,,Cattle,170,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.6152696,5.486511413,Is_re,28/07/17,,Cattle,189,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.40263943,5.806351107,Haute-Sa_ne,03/08/17,,Cattle,210,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.09739201,5.26171662,Ain,27/07/17,,Cattle,80,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.04172669,0.710848176,Dordogne,08/08/17,,Cattle,205,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.8475812,5.017100898,Haute-Marne,23/08/17,,Cattle,162,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.49856027,5.693050566,Haute-Sa_ne,15/09/17,,Cattle,37,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.53109191,5.548349158,Jura,01/09/17,,Cattle,66,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.16801279,5.954655653,Doubs,18/09/17,,Cattle,127,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.46911811,5.57016817,Jura,25/08/17,,Cattle,140,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.48294293,5.36981381,Sa_ne-Et-Loire,15/09/17,,Cattle,252,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.20548889,0.158002602,Vienne,24/08/17,,Cattle,174,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.95685863,3.182723426,Puy-De-D_me,24/08/17,,Cattle,143,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.04705381,6.536779844,Doubs,20/09/17,,Cattle,123,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.30768614,5.547559104,Jura,15/09/17,,Cattle,35,5,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.4702278,4.697715937,Sa_ne-Et-Loire,16/08/17,,Cattle,42,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.25843705,5.75188933,Doubs,07/09/17,,Cattle,95,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.25235756,4.593774594,C_te-D'Or,07/09/17,,Cattle,157,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.58850389,4.468632823,C_te-D'Or,30/08/17,,Cattle,133,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.90140792,6.412979915,Haute-Sa_ne,30/08/17,,Cattle,214,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.26069155,4.782588246,C_te-D'Or,13/09/17,,Cattle,157,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.20852386,-1.153536232,Maine-Et-Loire,24/08/17,,Cattle,112,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.07221069,4.276007593,Loire,13/09/17,,Cattle,45,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.25486329,6.559431661,Doubs,20/09/17,,Cattle,223,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.88545497,5.487785817,Jura,18/09/17,,Cattle,98,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.93348968,5.203284576,Sa_ne-Et-Loire,18/09/17,,Cattle,169,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.71156667,0.68315793,Haute-Vienne,06/09/17,,Cattle,66,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.12053818,4.333031943,C_te-D'Or,24/08/17,,Cattle,153,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.38142132,1.91300872,Aveyron,07/09/17,,Cattle,104,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,48.20020671,-0.449239128,Mayenne,13/09/17,,Cattle,59,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.59441074,5.676984406,Jura,01/09/17,,Cattle,144,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.46582996,6.303214935,Doubs,18/09/17,,Cattle,590,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.98504636,4.852978541,C_te-D'Or,30/08/17,,Cattle,148,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.8946326,5.638640884,Jura,28/08/17,,Cattle,120,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.41980976,4.262224196,C_te-D'Or,24/08/17,,Cattle,93,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.56223916,4.226188074,C_te-D'Or,13/09/17,,Cattle,75,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.16966511,4.129897894,Ni_vre,06/09/17,,Cattle,47,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,43.45171631,-0.260417802,Pyr_n_es-Atlantiques,13/09/17,,Cattle,236,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,48.39564551,4.411030286,Aube,20/09/17,,Cattle,156,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.6149,5.36392,Haute-Marne,06/09/17,,Cattle,132,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.79450161,5.690760497,Jura,18/09/17,,Cattle,51,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.09494572,2.973929122,Puy-De-D_me,24/08/17,,Cattle,68,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.587435,7.444058,Haut-Rhin,24/08/17,,Cattle,103,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.76208619,6.055339924,Jura,08/09/17,,Cattle,330,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.41907841,6.308419112,Doubs,18/09/17,,Cattle,227,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.85064763,2.204129975,Cher,24/08/17,,Cattle,164,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.45523807,5.680832029,Haute-Sa_ne,13/09/17,,Cattle,191,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.49352705,1.403877202,Indre,24/08/17,,Cattle,225,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.09586371,5.127488893,Ain,01/09/17,,Cattle,130,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.4151566,4.812158468,C_te-D'Or,20/09/17,,Cattle,128,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.20019067,1.748828465,Creuse,06/09/17,,Cattle,41,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.18720996,4.621299074,C_te-D'Or,16/08/17,,Cattle,151,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.60279939,5.82485807,Jura,18/09/17,,Cattle,193,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.12459877,6.201795088,Doubs,20/09/17,,Cattle,144,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.43377606,5.042168801,C_te-D'Or,23/08/17,,Cattle,178,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.32214061,6.330701238,Doubs,20/09/17,,Cattle,142,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.43338269,4.13094153,C_te-D'Or,30/08/17,,Cattle,253,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.5397623,5.758302316,Jura,07/09/17,,Cattle,78,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.91963288,2.298467766,Creuse,13/09/17,,Cattle,319,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.81680609,4.613648425,Sa_ne-Et-Loire,06/09/17,,Cattle,64,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.56827284,5.834246535,Jura,08/09/17,,Cattle,140,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.98731365,5.298568499,Haute-Marne,20/09/17,,Cattle,356,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.87078675,5.115369812,Sa_ne-Et-Loire,08/09/17,,Cattle,154,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.93766214,5.706050528,Jura,18/09/17,,Cattle,191,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.39005617,5.723792477,Haute-Sa_ne,05/09/17,,Cattle,227,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.85196938,4.349553539,Loire,20/09/17,,Cattle,218,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.39058219,6.417563532,Doubs,18/09/17,,Cattle,150,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.78697702,3.95802494,Yonne,20/09/17,,Cattle,52,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.12692418,5.886672051,Doubs,21/09/17,,Cattle,433,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.03149423,6.076297014,Doubs,21/09/17,,Cattle,189,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.47486544,6.635661783,Doubs,19/09/17,,Cattle,159,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.6125772,5.553247547,Jura,12/09/17,,Cattle,267,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.1725997,4.277561322,C_te-D'Or,21/09/17,,Cattle,137,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.9169625,6.256407448,Doubs,21/09/17,,Cattle,79,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.82321579,5.498517608,Haute-Marne,20/09/17,,Cattle,223,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.88390192,5.87976523,Jura,21/09/17,,Cattle,97,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.1062727,3.959366228,Ni_vre,13/09/17,,Cattle,245,4,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.25973544,6.42669677,Doubs,21/09/17,,Cattle,78,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.19224527,6.03920011,Doubs,21/09/17,,Cattle,122,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.08552888,5.445197315,Jura,21/09/17,,Cattle,105,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.22485015,6.482738511,Doubs,21/09/17,,Cattle,217,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.12933246,6.244344618,Doubs,21/09/17,,Cattle,135,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.98888349,5.896150696,Jura,21/09/17,,Cattle,120,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.15669747,5.692164254,Jura,13/09/17,,Cattle,140,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.37780143,6.277350524,Doubs,21/09/17,,Cattle,142,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.44648943,5.528619397,Jura,21/09/17,,Cattle,142,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.13346995,4.153038891,C_te-D'Or,02/09/17,,Cattle,122,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.16330441,6.063901428,Doubs,19/09/17,,Cattle,286,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.72071512,5.577872353,Jura,21/09/17,,Cattle,109,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.37963354,5.914345123,Haute-Sa_ne,21/09/17,,Cattle,108,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.17178106,3.792050721,Ni_vre,22/09/17,,Cattle,213,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,48.06082449,5.484222047,Haute-Marne,15/09/17,,Cattle,369,3,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.11115311,6.513503256,Doubs,21/09/17,,Cattle,106,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,43.40527564,-1.165621978,Pyr_n_es-Atlantiques,19/09/17,,Cattle,43,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,43.53911167,2.34467911,Tarn,21/09/17,,Cattle,299,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.30751584,6.527790182,Doubs,19/09/17,,Cattle,213,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.48006983,6.348125803,Doubs,19/09/17,,Cattle,63,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.08360159,4.462076359,Rh_ne,22/09/17,,Cattle,86,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.97585342,6.178719839,Doubs,21/09/17,,Cattle,138,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,44.69754653,6.099208642,Hautes-Alpes,21/09/17,,Cattle,46,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.6564682,4.04502682,Sa_ne-Et-Loire,22/09/17,,Cattle,86,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,45.73201759,4.644440022,Rh_ne,22/09/17,,Cattle,86,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.87416375,6.214874938,Doubs,19/09/17,,Cattle,282,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.47339048,6.168210928,Haute-Sa_ne,21/09/17,,Cattle,142,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.09440748,4.379735845,C_te-D'Or,22/09/17,,Cattle,78,2,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,46.20592731,5.657910951,Ain,28/09/17,,Cattle,158,1,0,0,0
Bluetongue,8,Recurrence,"France, French Republic",FRA,Farm,47.73898218,5.172779557,Haute-Marne,27/09/17,,Cattle,72,1,0,0,0
